Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RF_Score,Segment,Country,anomaly_label,anomaly_score,churn_risk_score,KMeansCluster,KMeansSegment,cltv_6_months,CLTVSegment,RecommendedAction
12346.0,326,12,77556.46,2,5,5,25,Can't Lose,United Kingdom,-1,-0.1782701573107579,80.47223312615185,0,High Value,10150.624586110713,A,Win-back Priority
12347.0,2,8,5633.32,5,4,5,54,Champions,Iceland,1,0.11349975599573586,16.851317095477715,0,High Value,2076.8539837526305,A,Loyalty Maintenance
12348.0,75,5,2019.4,3,4,4,34,Loyal Customers,Finland,1,0.17015707811376407,4.497093549448694,2,At Risk,774.6773171009282,B,Loyalty Maintenance
12349.0,19,4,4428.69,5,3,5,53,Potential Loyalists,Italy,1,0.12158436104483072,15.088455485996677,3,New / Occasional,1281.899087902715,A,Loyalty Maintenance
12350.0,310,1,334.4,2,1,2,21,Hibernating,Norway,1,0.15544227058792476,7.705681862752756,1,Hibernating,0.0,Unknown,Standard Nurture
12351.0,375,1,300.93,2,1,2,21,Hibernating,Unspecified,1,0.15523647953629977,7.750554944651178,1,Hibernating,0.0,Unknown,Standard Nurture
12352.0,36,10,2849.84,4,5,4,45,Loyal Customers,Norway,1,0.14042065124387265,10.981171004529934,0,High Value,1105.889692615676,A,Loyalty Maintenance
12353.0,204,2,406.76,2,2,2,22,Hibernating,Bahrain,1,0.16846669308191936,4.865684823825678,1,Hibernating,68.97785561291052,D,Standard Nurture
12354.0,232,1,1079.4,2,1,3,21,Hibernating,Spain,1,0.12817611041493004,13.651113546186034,1,Hibernating,0.0,Unknown,Standard Nurture
12355.0,214,2,947.61,2,2,3,22,Hibernating,Bahrain,1,0.15836392046043624,7.06861123712309,2,At Risk,284.7521569139461,C,Standard Nurture
12356.0,23,6,6373.68,4,4,5,44,Loyal Customers,Portugal,1,0.10916118739201858,17.797349212711346,0,High Value,2326.6587529284234,A,Loyalty Maintenance
12357.0,33,3,18287.66,4,3,5,43,Potential Loyalists,Switzerland,-1,-0.012656424575571812,44.35988259464392,0,High Value,5840.010304392654,A,Loyalty Maintenance
12358.0,2,5,3887.07,5,4,5,54,Champions,Austria,1,0.12353530456310785,14.663048999254114,0,High Value,712.5778880970388,B,Loyalty Maintenance
12359.0,58,10,8935.94,4,5,5,45,Loyal Customers,Cyprus,1,0.051475527555537415,30.375803512677436,0,High Value,1954.86008168217,A,Loyalty Maintenance
12360.0,52,8,4252.89,4,4,5,44,Loyal Customers,Austria,1,0.14531868186658248,9.913147261328737,0,High Value,1138.95350088423,A,Loyalty Maintenance
12361.0,287,4,511.25,2,3,2,23,At Risk,Belgium,1,0.13903770823078532,11.28272403415439,2,At Risk,112.80324433997818,D,Standard Nurture
12362.0,3,11,5356.23,5,5,5,55,Champions,Belgium,1,0.11268129821405976,17.029783179292078,0,High Value,1239.1928654048256,A,Loyalty Maintenance
12363.0,110,2,552.0,3,2,2,32,About To Sleep,Unspecified,1,0.17517134742011958,3.4037237674872545,1,Hibernating,301.83777156494864,C,Standard Nurture
12364.0,8,4,1313.1,5,3,4,53,Potential Loyalists,Belgium,1,0.1665002047902635,5.294480874319463,3,New / Occasional,822.5755290609466,B,Loyalty Maintenance
12365.0,291,2,641.38,2,2,3,22,Hibernating,Cyprus,1,0.1605447721477491,6.593072890823015,1,Hibernating,0.0,Unknown,Standard Nurture
12366.0,634,1,500.24,1,1,2,11,Hibernating,Cyprus,1,0.08814239911701938,22.380531038266906,1,Hibernating,0.0,Unknown,Standard Nurture
12367.0,4,1,168.9,5,1,1,51,New Customers,Denmark,1,0.1376418345562136,11.5870966160733,3,New / Occasional,0.0,Unknown,Onboarding Campaign
12368.0,628,1,917.7,1,1,3,11,Hibernating,Cyprus,1,0.060779335355668596,28.347092710697353,1,Hibernating,0.0,Unknown,Standard Nurture
12369.0,413,3,1791.15,1,3,4,13,At Risk,Austria,1,0.09982251799205666,19.83366164465523,2,At Risk,346.72806811866445,C,Standard Nurture
12370.0,51,7,4320.31,4,4,5,44,Loyal Customers,Austria,1,0.14049354815897164,10.965275710660016,2,At Risk,1095.9292945799643,A,Loyalty Maintenance
12371.0,45,5,4067.38,4,4,5,44,Loyal Customers,Switzerland,1,0.13846814883015718,11.4069174110218,2,At Risk,1215.297781795433,A,Loyalty Maintenance
12372.0,72,3,1298.04,3,3,4,33,Need Attention,Denmark,1,0.18078493541821888,2.179671545616413,2,At Risk,670.0295758731486,B,Loyalty Maintenance
12373.0,311,3,1127.65,2,3,3,23,At Risk,Austria,1,0.14616894798117097,9.727745317492465,2,At Risk,227.12245895539635,C,Standard Nurture
12374.0,25,4,2989.2200000000003,4,3,5,43,Potential Loyalists,Austria,1,0.1477983078716727,9.372460676925476,3,New / Occasional,723.8981659811408,B,Loyalty Maintenance
12375.0,11,2,457.5,5,2,2,52,Potential Loyalists,Finland,1,0.1753422567836625,3.366456695829323,3,New / Occasional,515.9338408367701,B,Loyalty Maintenance
12376.0,390,2,503.15,2,2,2,22,Hibernating,Switzerland,1,0.15580660436123872,7.626238276070129,1,Hibernating,17.631985995419726,D,Standard Nurture
12377.0,315,4,3426.32,2,3,5,23,At Risk,Switzerland,1,0.06784743365370405,26.80588209298882,2,At Risk,581.5520502978903,B,Loyalty Maintenance
12378.0,130,2,5416.32,3,2,5,32,About To Sleep,Switzerland,1,0.058867858246657856,28.763893481101597,2,At Risk,2678.433793764854,A,Loyalty Maintenance
12379.0,82,4,1620.22,3,3,4,33,Need Attention,Belgium,1,0.17571733806450918,3.2846695972111206,2,At Risk,507.83765765893224,B,Loyalty Maintenance
12380.0,22,11,9676.3,4,5,5,45,Loyal Customers,Belgium,1,0.06208557225688305,28.062265576650002,0,High Value,1831.1606057466392,A,Loyalty Maintenance
12381.0,5,5,1845.31,5,4,4,54,Champions,Norway,1,0.15660796842664026,7.451499505587811,3,New / Occasional,609.9512210237667,B,Loyalty Maintenance
12383.0,185,5,1850.56,3,4,4,34,Loyal Customers,Belgium,1,0.14294626995696585,10.430455633468316,2,At Risk,472.4527087906297,B,Loyalty Maintenance
12384.0,29,2,585.27,4,2,2,42,Potential Loyalists,Switzerland,1,0.18410980028781337,1.45467921763911,3,New / Occasional,583.296036941996,B,Loyalty Maintenance
12385.0,379,1,1938.4,2,1,4,21,Hibernating,Belgium,1,0.07711153470291693,24.785829414244944,2,At Risk,0.0,Unknown,Standard Nurture
12386.0,338,2,660.8,2,2,3,22,Hibernating,Australia,1,0.1509176406146499,8.692284971817,1,Hibernating,47.24443653241868,D,Standard Nurture
12387.0,415,1,143.94,1,1,1,11,Hibernating,Australia,1,0.1585317799810152,7.032009188808097,1,Hibernating,0.0,Unknown,Standard Nurture
12388.0,16,8,3901.11,5,4,5,54,Champions,Australia,1,0.14851251305293584,9.216727046439456,0,High Value,1056.0467083556175,A,Loyalty Maintenance
12389.0,403,3,1433.33,2,3,4,23,At Risk,Australia,1,0.11826245903206234,15.812801758103411,2,At Risk,325.27573801336183,C,Standard Nurture
12390.0,80,1,549.84,3,1,2,31,About To Sleep,Belgium,1,0.17221808180376885,4.047688258770343,1,Hibernating,0.0,Unknown,Standard Nurture
12391.0,22,6,2773.42,4,4,4,44,Loyal Customers,Cyprus,1,0.15941932471511727,6.838478579836571,0,High Value,648.5237509627708,B,Loyalty Maintenance
12392.0,591,1,234.75000000000003,1,1,1,11,Hibernating,Australia,1,0.12242478031773629,14.905200662405871,1,Hibernating,0.0,Unknown,Standard Nurture
12393.0,72,6,2399.4500000000003,3,4,4,34,Loyal Customers,Australia,1,0.16008210318336896,6.6939586298604965,2,At Risk,865.8841343255714,B,Loyalty Maintenance
12394.0,64,2,1272.48,3,2,4,32,About To Sleep,Belgium,1,0.1746824197298107,3.5103352654916375,3,New / Occasional,1215.4739738561957,A,Loyalty Maintenance
12395.0,19,15,5067.27,5,5,5,55,Champions,Belgium,1,0.1126466657281407,17.037334850585463,0,High Value,1073.5222723431636,A,Loyalty Maintenance
12396.0,674,1,931.43,1,1,3,11,Hibernating,RSA,1,0.03667504067248373,33.60307435266536,1,Hibernating,0.0,Unknown,Standard Nurture
12397.0,36,2,2409.9,4,2,4,42,Potential Loyalists,Belgium,1,0.1493261911765043,9.039303175044022,3,New / Occasional,2209.312983880104,A,Loyalty Maintenance
12398.0,46,1,1635.66,4,1,4,41,Promising,Switzerland,1,0.13517352198059096,12.125316288319576,3,New / Occasional,0.0,Unknown,Standard Nurture
12399.0,119,7,1962.3,3,4,4,34,Loyal Customers,Belgium,1,0.14543210502857584,9.888415151758778,2,At Risk,491.51662475619145,B,Loyalty Maintenance
12400.0,414,1,205.25,1,1,1,11,Hibernating,Australia,1,0.15657389973097263,7.458928241476926,1,Hibernating,0.0,Unknown,Standard Nurture
12401.0,303,1,84.3,2,1,1,21,Hibernating,Belgium,1,0.13949340514764236,11.183358561703006,1,Hibernating,0.0,Unknown,Standard Nurture
12402.0,323,6,1256.9,2,4,4,24,At Risk,Belgium,1,0.1064317390775461,18.392509968175208,2,At Risk,192.33215619378242,C,Standard Nurture
12403.0,50,2,1019.36,4,2,3,42,Potential Loyalists,Denmark,1,0.18541157490531385,1.1708250919950425,3,New / Occasional,319.8842761536693,C,Standard Nurture
12404.0,682,1,63.24,1,1,1,11,Hibernating,Finland,1,0.06005303093330894,28.50546460087614,1,Hibernating,0.0,Unknown,Standard Nurture
12405.0,149,1,1710.39,3,1,4,31,About To Sleep,Finland,1,0.10916213254705437,17.79714312008004,2,At Risk,0.0,Unknown,Standard Nurture
12406.0,22,5,6390.36,4,4,5,44,Loyal Customers,Denmark,1,0.1077306084810638,18.109289329283605,0,High Value,1656.858911672513,A,Loyalty Maintenance
12407.0,50,5,1708.12,4,4,4,44,Loyal Customers,Belgium,1,0.17322378943707523,3.828392032627992,2,At Risk,935.1961929665176,B,Loyalty Maintenance
12408.0,33,8,4340.77,4,4,5,44,Loyal Customers,Belgium,1,0.1481425045455806,9.297408018340603,0,High Value,1485.5977848370858,A,Loyalty Maintenance
12409.0,79,7,23419.29,3,4,5,34,Loyal Customers,Switzerland,-1,-0.04006052222359735,50.335391774474836,0,High Value,5274.681567177649,A,Standard Nurture
12410.0,309,3,1013.71,2,3,3,23,At Risk,Switzerland,1,0.14516852122821783,9.945890038869587,2,At Risk,374.3704705696208,C,Standard Nurture
12411.0,410,1,346.9,2,1,2,21,Hibernating,Australia,1,0.15423184845795668,7.9696164261889635,1,Hibernating,0.0,Unknown,Standard Nurture
12412.0,75,6,2596.93,3,4,4,34,Loyal Customers,Denmark,1,0.15926220621166415,6.872738531460021,2,At Risk,665.0733188798787,B,Loyalty Maintenance
12413.0,67,4,999.45,3,3,3,33,Need Attention,Spain,1,0.18677495666988148,0.8735374252225259,2,At Risk,386.22761047371955,C,Standard Nurture
