Customer ID,Recency,Frequency,Monetary,Country,anomaly_label,anomaly_score,churn_risk_score,churn_risk_level,KMeansCluster,KMeansSegment,cltv_6_months,CLTVSegment,RecommendedAction,explanation
20001.0,37,5,1664.280864849929,United Kingdom,1,0.17613980900350917,3.1925491046252863,LOW,3,New/Occasional,478.2796837878504,B,Loyalty Maintenance,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (3.2/100) and CLTV Tier: B. Key drivers: Very recent interaction (37 days ago). Action: Loyalty Maintenance.
20002.0,480,2,72.871552024298,United Kingdom,1,0.11406199038537629,16.72872094946831,LOW,1,Hibernating,28.81405899810823,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (16.7/100) and CLTV Tier: D. Key drivers: Inactivity of 480 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£72.87). Action: Standard Nurture.
20003.0,577,2,152.43226919548022,Spain,1,0.07792408642319731,24.6086511569644,LOW,1,Hibernating,50.176311409464276,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (24.6/100) and CLTV Tier: D. Key drivers: Inactivity of 577 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£152.43). Action: Standard Nurture.
20004.0,7,2,262.5916610133735,United Kingdom,1,0.1621685726102936,6.239000492790692,LOW,3,New/Occasional,305.8531579195625,C,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (6.2/100) and CLTV Tier: C. Key drivers: Very recent interaction (7 days ago). Low repeat purchase rate. Low transaction value (£262.59). Action: Onboarding Campaign.
20005.0,8,2,543.6063712881632,Germany,1,0.17211722797283957,4.069679604746379,LOW,3,New/Occasional,621.8777309301106,B,Loyalty Maintenance,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (4.1/100) and CLTV Tier: B. Key drivers: Very recent interaction (8 days ago). Low repeat purchase rate. Low transaction value (£543.61). Action: Loyalty Maintenance.
20006.0,5,1,456.6223936114975,United Kingdom,1,0.14774232119741393,9.384668664587704,LOW,3,New/Occasional,0.0,Unknown,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (9.4/100) and CLTV Tier: Unknown. Key drivers: Very recent interaction (5 days ago). Low repeat purchase rate. Low transaction value (£456.62). Action: Onboarding Campaign.
20007.0,367,21,8925.54715637269,France,-1,-0.08120779615893947,59.30762345616169,HIGH,0,High Value,0.0034333951496565134,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (59.3/100) and CLTV Tier: D. Key drivers: Inactivity of 367 days is significantly above standard limit. High historical engagement with 21 distinct transactions. Extremely high historical spend of £8,925.55. Action: Standard Nurture."
20008.0,44,4,440.6706027905523,United Kingdom,1,0.17811562469636527,2.7617191987492906,LOW,3,New/Occasional,227.05134036179533,C,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (2.8/100) and CLTV Tier: C. Key drivers: Very recent interaction (44 days ago). Low transaction value (£440.67). Action: Onboarding Campaign.
20009.0,7,43,57163.70648195956,United Kingdom,-1,-0.17091723952047355,78.86891714331189,CRITICAL,0,High Value,3.3126969296731495e-42,D,Low-cost Automation,"Customer categorized as 'High Value' with Churn Risk level: CRITICAL (78.9/100) and CLTV Tier: D. Key drivers: Very recent interaction (7 days ago). High historical engagement with 43 distinct transactions. Extremely high historical spend of £57,163.71. Action: Low-cost Automation."
20010.0,7,26,61666.33539072865,United Kingdom,-1,-0.14150264876372953,72.45501658926253,HIGH,0,High Value,3.026517532243716e-18,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (72.5/100) and CLTV Tier: D. Key drivers: Very recent interaction (7 days ago). High historical engagement with 26 distinct transactions. Extremely high historical spend of £61,666.34. Action: Standard Nurture."
20011.0,309,14,6477.017434965216,United Kingdom,-1,-0.022331765542348725,46.46960682302533,MEDIUM,2,At Risk,7.034398408482369,D,Standard Nurture,"Customer categorized as 'At Risk' with Churn Risk level: MEDIUM (46.5/100) and CLTV Tier: D. Key drivers: Inactivity of 309 days is significantly above standard limit. High historical engagement with 14 distinct transactions. Extremely high historical spend of £6,477.02. Action: Standard Nurture."
20012.0,215,17,12697.444554773005,United Kingdom,-1,-0.059279298812579984,54.526078050943426,HIGH,0,High Value,0.024285741801195474,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (54.5/100) and CLTV Tier: D. Key drivers: High historical engagement with 17 distinct transactions. Extremely high historical spend of £12,697.44. Action: Standard Nurture."
20013.0,383,2,327.3586684526724,United Kingdom,1,0.15334377969606527,8.1632613002936,LOW,1,Hibernating,140.34324059974455,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (8.2/100) and CLTV Tier: D. Key drivers: Inactivity of 383 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£327.36). Action: Standard Nurture.
20014.0,435,18,6892.140252063287,United Kingdom,-1,-0.06528451618804543,55.83552571146726,HIGH,2,At Risk,0.5228343322069442,D,Standard Nurture,"Customer categorized as 'At Risk' with Churn Risk level: HIGH (55.8/100) and CLTV Tier: D. Key drivers: Inactivity of 435 days is significantly above standard limit. High historical engagement with 18 distinct transactions. Extremely high historical spend of £6,892.14. Action: Standard Nurture."
20015.0,118,3,835.4115990154165,United Kingdom,1,0.17194543119952138,4.107140177585289,LOW,2,At Risk,502.4017509387817,B,Loyalty Maintenance,Customer categorized as 'At Risk' with Churn Risk level: LOW (4.1/100) and CLTV Tier: B. Key drivers: Standard activity patterns. Action: Loyalty Maintenance.
20016.0,9,24,69554.79374422575,United Kingdom,-1,-0.14958059971837745,74.2164272623558,HIGH,0,High Value,1.7622808940087603e-15,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (74.2/100) and CLTV Tier: D. Key drivers: Very recent interaction (9 days ago). High historical engagement with 24 distinct transactions. Extremely high historical spend of £69,554.79. Action: Standard Nurture."
20017.0,386,2,112.1798898741702,United Kingdom,1,0.13796122966458174,11.517451980203152,LOW,1,Hibernating,49.8644781005583,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (11.5/100) and CLTV Tier: D. Key drivers: Inactivity of 386 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£112.18). Action: Standard Nurture.
20018.0,421,2,378.8765904476321,United Kingdom,1,0.1525784524674662,8.3301421784311,LOW,1,Hibernating,151.97499510508885,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (8.3/100) and CLTV Tier: D. Key drivers: Inactivity of 421 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£378.88). Action: Standard Nurture.
20019.0,8,23,23883.672186902317,United Kingdom,-1,-0.046537376199357605,51.747680581998054,HIGH,0,High Value,8.801945640399152e-15,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (51.7/100) and CLTV Tier: D. Key drivers: Very recent interaction (8 days ago). High historical engagement with 23 distinct transactions. Extremely high historical spend of £23,883.67. Action: Standard Nurture."
20020.0,262,12,6418.085932529612,United Kingdom,-1,-0.0003277002581475452,41.67158370297501,MEDIUM,2,At Risk,33.60657846294856,D,Standard Nurture,"Customer categorized as 'At Risk' with Churn Risk level: MEDIUM (41.7/100) and CLTV Tier: D. Key drivers: Extremely high historical spend of £6,418.09. Action: Standard Nurture."
20021.0,362,2,215.99123859467875,United Kingdom,1,0.14506902639990144,9.96758505206019,LOW,1,Hibernating,97.16871160704876,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (10.0/100) and CLTV Tier: D. Key drivers: Inactivity of 362 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£215.99). Action: Standard Nurture.
20022.0,30,5,1489.1287224876269,United Kingdom,1,0.18092702620754708,2.1486884121118766,LOW,3,New/Occasional,401.90492809991605,C,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (2.1/100) and CLTV Tier: C. Key drivers: Very recent interaction (30 days ago). Action: Onboarding Campaign.
20023.0,367,13,5904.663258138005,United Kingdom,-1,-0.03368521004850755,48.9452443258767,MEDIUM,2,At Risk,42.6212181587797,D,Standard Nurture,Customer categorized as 'At Risk' with Churn Risk level: MEDIUM (48.9/100) and CLTV Tier: D. Key drivers: Inactivity of 367 days is significantly above standard limit. High historical engagement with 13 distinct transactions. Action: Standard Nurture.
20024.0,8,1,221.07996913871293,United Kingdom,1,0.15262536707886176,8.319912369200999,LOW,3,New/Occasional,0.0,Unknown,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (8.3/100) and CLTV Tier: Unknown. Key drivers: Very recent interaction (8 days ago). Low repeat purchase rate. Low transaction value (£221.08). Action: Onboarding Campaign.
20025.0,574,2,393.8665621310919,EIRE,1,0.0867329111472731,22.68787223994616,LOW,1,Hibernating,126.47879001355108,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (22.7/100) and CLTV Tier: D. Key drivers: Inactivity of 574 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£393.87). Action: Standard Nurture.
20026.0,389,23,13023.629947070856,United Kingdom,-1,-0.10089027607112622,63.59942101533378,HIGH,0,High Value,0.00050552425995985,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (63.6/100) and CLTV Tier: D. Key drivers: Inactivity of 389 days is significantly above standard limit. High historical engagement with 23 distinct transactions. Extremely high historical spend of £13,023.63. Action: Standard Nurture."
20027.0,6,2,120.38757077738197,United Kingdom,1,0.1520424649780323,8.44701514409204,LOW,3,New/Occasional,145.28731807884938,D,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (8.4/100) and CLTV Tier: D. Key drivers: Very recent interaction (6 days ago). Low repeat purchase rate. Low transaction value (£120.39). Action: Onboarding Campaign.
20028.0,88,6,426.54052628456986,United Kingdom,1,0.1575755560987923,7.2405154005281585,LOW,2,At Risk,90.13974670110393,D,Standard Nurture,Customer categorized as 'At Risk' with Churn Risk level: LOW (7.2/100) and CLTV Tier: D. Key drivers: Low transaction value (£426.54). Action: Standard Nurture.
20029.0,3,31,53387.95928070874,United Kingdom,-1,-0.14552832958639295,73.33282300419579,HIGH,0,High Value,2.0895961186855085e-25,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (73.3/100) and CLTV Tier: D. Key drivers: Very recent interaction (3 days ago). High historical engagement with 31 distinct transactions. Extremely high historical spend of £53,387.96. Action: Standard Nurture."
20030.0,377,1,376.59009583259177,United Kingdom,1,0.1529995851981108,8.238313484408211,LOW,1,Hibernating,0.0,Unknown,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (8.2/100) and CLTV Tier: Unknown. Key drivers: Inactivity of 377 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£376.59). Action: Standard Nurture.
20031.0,12,36,20680.37155532853,United Kingdom,-1,-0.07130981435580563,57.14935202222935,HIGH,0,High Value,9.906210229831535e-32,D,Standard Nurture,"Customer categorized as 'High Value' with Churn Risk level: HIGH (57.1/100) and CLTV Tier: D. Key drivers: Very recent interaction (12 days ago). High historical engagement with 36 distinct transactions. Extremely high historical spend of £20,680.37. Action: Standard Nurture."
20032.0,3,1,429.9920230170896,United Kingdom,1,0.14046725791147363,10.971008342957644,LOW,3,New/Occasional,0.0,Unknown,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (11.0/100) and CLTV Tier: Unknown. Key drivers: Very recent interaction (3 days ago). Low repeat purchase rate. Low transaction value (£429.99). Action: Onboarding Campaign.
20033.0,89,3,786.9636654407227,EIRE,1,0.18221924628251668,1.8669176703958512,LOW,2,At Risk,509.11474938167544,B,Loyalty Maintenance,Customer categorized as 'At Risk' with Churn Risk level: LOW (1.9/100) and CLTV Tier: B. Key drivers: Standard activity patterns. Action: Loyalty Maintenance.
20034.0,289,12,13805.016685959965,United Kingdom,-1,-0.07036083652966652,56.94242582511887,HIGH,2,At Risk,106.42481483847601,D,Standard Nurture,"Customer categorized as 'At Risk' with Churn Risk level: HIGH (56.9/100) and CLTV Tier: D. Key drivers: Extremely high historical spend of £13,805.02. Action: Standard Nurture."
20035.0,38,3,958.7353193802576,United Kingdom,1,0.1873268746145771,0.7531907972327612,LOW,3,New/Occasional,699.5623918861205,B,Loyalty Maintenance,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (0.8/100) and CLTV Tier: B. Key drivers: Very recent interaction (38 days ago). Action: Loyalty Maintenance.
20036.0,3,31,71531.4818198838,Germany,-1,-0.15778731231484622,76.0059146261175,CRITICAL,0,High Value,2.799680061436953e-25,D,Low-cost Automation,"Customer categorized as 'High Value' with Churn Risk level: CRITICAL (76.0/100) and CLTV Tier: D. Key drivers: Very recent interaction (3 days ago). High historical engagement with 31 distinct transactions. Extremely high historical spend of £71,531.48. Action: Low-cost Automation."
20037.0,365,1,376.1849478617506,France,1,0.1450104790025385,9.980351409664468,LOW,1,Hibernating,0.0,Unknown,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (10.0/100) and CLTV Tier: Unknown. Key drivers: Inactivity of 365 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£376.18). Action: Standard Nurture.
20038.0,353,2,244.85404993148825,France,1,0.1431317900727877,10.390002662917153,LOW,1,Hibernating,111.52085953448383,D,Standard Nurture,Customer categorized as 'Hibernating' with Churn Risk level: LOW (10.4/100) and CLTV Tier: D. Key drivers: Inactivity of 353 days is significantly above standard limit. Low repeat purchase rate. Low transaction value (£244.85). Action: Standard Nurture.
20039.0,9,1,586.8319183776587,United Kingdom,1,0.15202801522484732,8.45016593686443,LOW,3,New/Occasional,0.0,Unknown,Onboarding Campaign,Customer categorized as 'New/Occasional' with Churn Risk level: LOW (8.5/100) and CLTV Tier: Unknown. Key drivers: Very recent interaction (9 days ago). Low repeat purchase rate. Low transaction value (£586.83). Action: Onboarding Campaign.
20040.0,343,10,10823.535114031209,United Kingdom,-1,-0.05340300185418878,53.24474170229669,HIGH,2,At Risk,786.471370482283,B,Standard Nurture,"Customer categorized as 'At Risk' with Churn Risk level: HIGH (53.2/100) and CLTV Tier: B. Key drivers: Inactivity of 343 days is significantly above standard limit. Extremely high historical spend of £10,823.54. Action: Standard Nurture."
